"Continent","Country","Year","Sex","NewHIVCases"
"Americas","Brazil",2005,"Male","28 000 [26 000 – 29 000]"
"Americas","Brazil",2005,"Both sexes","46 000 [43 000 – 49 000]"
"Americas","Brazil",2004,"Female","19 000 [17 000 – 20 000]"
"Americas","Brazil",2004,"Male","27 000 [25 000 – 28 000]"
"Americas","Brazil",2004,"Both sexes","46 000 [43 000 – 48 000]"
"Americas","Brazil",2003,"Female","19 000 [17 000 – 20 000]"
"Americas","Brazil",2003,"Male","26 000 [25 000 – 28 000]"
"Americas","Brazil",2003,"Both sexes","45 000 [42 000 – 48 000]"
"Americas","Brazil",2002,"Female","19 000 [17 000 – 20 000]"
"Americas","Brazil",2002,"Male","26 000 [24 000 – 28 000]"
"Americas","Brazil",2002,"Both sexes","44 000 [42 000 – 47 000]"
"Americas","Brazil",2001,"Female","18 000 [17 000 – 20 000]"
"Americas","Brazil",2001,"Male","25 000 [23 000 – 27 000]"
"Americas","Brazil",2001,"Both sexes","43 000 [41 000 – 46 000]"
"Americas","Brazil",2000,"Female","18 000 [17 000 – 19 000]"
"Americas","Brazil",2000,"Male","25 000 [23 000 – 26 000]"
"Americas","Brazil",2000,"Both sexes","43 000 [40 000 – 45 000]"
"Americas","Brazil",1999,"Female","18 000 [17 000 – 20 000]"
"Americas","Brazil",1999,"Male","26 000 [24 000 – 27 000]"
"Americas","Brazil",1998,"Female","18 000 [16 000 – 19 000]"
"Americas","Brazil",1998,"Male","25 000 [23 000 – 26 000]"
"Americas","Brazil",1997,"Female","17 000 [16 000 – 19 000]"
"Americas","Brazil",1997,"Male","24 000 [22 000 – 26 000]"
"Americas","Brazil",1996,"Female","17 000 [15 000 – 18 000]"
"Americas","Brazil",1996,"Male","23 000 [22 000 – 25 000]"
"Americas","Brazil",1995,"Female","17 000 [15 000 – 18 000]"
"Americas","Brazil",1995,"Male","23 000 [22 000 – 25 000]"
"Americas","Brazil",1994,"Female","15 000 [14 000 – 16 000]"
"Americas","Brazil",1994,"Male","23 000 [21 000 – 24 000]"
"Americas","Brazil",1993,"Female","14 000 [13 000 – 15 000]"
"Americas","Brazil",1993,"Male","22 000 [21 000 – 24 000]"
"Americas","Brazil",1992,"Female","13 000 [12 000 – 14 000]"
"Americas","Brazil",1992,"Male","21 000 [20 000 – 23 000]"
"Americas","Brazil",1991,"Female","12 000 [11 000 – 13 000]"
"Americas","Brazil",1991,"Male","20 000 [19 000 – 22 000]"
"Americas","Brazil",1990,"Female","11 000 [9700 – 12 000]"
"Americas","Brazil",1990,"Male","20 000 [19 000 – 21 000]"
