"Continent","Country","Year","Sex","NewHIVCases"
"South-East Asia","Indonesia",2006,"Both sexes","52 000 [47 000 – 57 000]"
"South-East Asia","Indonesia",2005,"Female","16 000 [14 000 – 18 000]"
"South-East Asia","Indonesia",2005,"Male","35 000 [31 000 – 38 000]"
"South-East Asia","Indonesia",2005,"Both sexes","50 000 [46 000 – 55 000]"
"South-East Asia","Indonesia",2004,"Female","14 000 [12 000 – 15 000]"
"South-East Asia","Indonesia",2004,"Male","33 000 [30 000 – 36 000]"
"South-East Asia","Indonesia",2004,"Both sexes","47 000 [43 000 – 52 000]"
"South-East Asia","Indonesia",2003,"Female","11 000 [10 000 – 13 000]"
"South-East Asia","Indonesia",2003,"Male","32 000 [29 000 – 36 000]"
"South-East Asia","Indonesia",2003,"Both sexes","44 000 [40 000 – 48 000]"
"South-East Asia","Indonesia",2002,"Male","32 000 [29 000 – 35 000]"
"South-East Asia","Indonesia",2002,"Both sexes","41 000 [37 000 – 45 000]"
"South-East Asia","Indonesia",2002,"Female","8800 [7700 – 10 000]"
"South-East Asia","Indonesia",2001,"Male","26 000 [24 000 – 29 000]"
"South-East Asia","Indonesia",2001,"Both sexes","32 000 [29 000 – 36 000]"
"South-East Asia","Indonesia",2001,"Female","6100 [5400 – 7100]"
"South-East Asia","Indonesia",2000,"Male","16 000 [15 000 – 18 000]"
"South-East Asia","Indonesia",2000,"Both sexes","21 000 [19 000 – 22 000]"
"South-East Asia","Indonesia",2000,"Female","4100 [3600 – 4600]"
"South-East Asia","Indonesia",1999,"Male","10 000 [9300 – 11 000]"
"South-East Asia","Indonesia",1999,"Female","2800 [2500 – 3100]"
"South-East Asia","Indonesia",1998,"Female","1900 [1700 – 2200]"
"South-East Asia","Indonesia",1998,"Male","7600 [6900 – 8300]"
"South-East Asia","Indonesia",1997,"Female","1300 [1200 – 1500]"
"South-East Asia","Indonesia",1997,"Male","5900 [5400 – 6500]"
"South-East Asia","Indonesia",1996,"Male","4300 [3900 – 4800]"
"South-East Asia","Indonesia",1996,"Female","840 [730 – 940]"
"South-East Asia","Indonesia",1995,"Male","2900 [2600 – 3200]"
"South-East Asia","Indonesia",1995,"Female","510 [<500 – 560]"
"South-East Asia","Indonesia",1994,"Female","<500 [<500 – <500]"
"South-East Asia","Indonesia",1994,"Male","1700 [1600 – 1900]"
"South-East Asia","Indonesia",1993,"Female","<200 [<200 – <200]"
"South-East Asia","Indonesia",1993,"Male","1000 [910 – 1100]"
"South-East Asia","Indonesia",1992,"Female","<100 [<100 – <200]"
"South-East Asia","Indonesia",1992,"Male","550 [<500 – 610]"
"South-East Asia","Indonesia",1991,"Female","<100 [<100 – <100]"
"South-East Asia","Indonesia",1991,"Male","<500 [<500 – <500]"
"South-East Asia","Indonesia",1990,"Female","<100 [<100 – <100]"
"South-East Asia","Indonesia",1990,"Male","<200 [<200 – <200]"
